"","CellName","FACS_population","PassQC","TotalReads","UniqueMap","MulitMap","UnMap","UnMap_per","total_features_by_counts","pct_counts_MT","pct_counts_Ribosome","pct_counts_Hbb","cell_cycle","is_in_Fig_1B","Fig_1B_cluster","Fig_1B_UMAP1","Fig_1B_UMAP2","is_in_Fig_2C","Fig_2C_cluster","Fig_2C_UMAP1","Fig_2C_UMAP2"
"347","Cell_0347","E10.5_Fcs-IAHC","Pass",1382870,1126158,159123,97589,7.05699017261203,8572,2.63458330649478,4.48555493610944,0,"G2M","yes","C_6",-2.6042685683113,-4.59687976325597,"yes","C08",2.40026912170169,-3.57683871729759
"348","Cell_0348","E10.5_Fcs-IAHC","Pass",1041420,848178,117649,75593,7.25864684757351,8324,1.90615994710445,4.58825551524386,0,"G2M","yes","C_6",-2.20849081686552,-3.97920713202982,"yes","C08",2.27475176813909,-3.6994755290383
"349","Cell_0349","E10.5_Fcs-IAHC","Pass",901510,716175,111398,73937,8.20146199154751,8032,3.60432037640163,5.29839483630688,0,"S","yes","C_6",-2.82760607799158,-4.3465639098074,"yes","C08",2.9140083971791,-3.11539499141408
"350","Cell_0350","E10.5_Fcs-IAHC","Pass",864933,684757,111625,68551,7.9255849875077,7507,2.77171622221476,3.9206141381587,0,"S","yes","C_6",-2.5640670974294,-4.63234162988773,"yes","C08",2.3886633115501,-3.4379603087055
"351","Cell_0351","E10.5_Fcs-IAHC","Pass",777145,614746,97017,65382,8.413101802109,7787,3.44976378793406,4.9995996405662,0,"G2M","yes","C_6",-2.4889832647367,-4.14114655309133,"yes","C08",2.2289597825157,-3.68176022890228
"352","Cell_0352","E10.5_Fcs-IAHC","Pass",775394,626454,89488,59452,7.6673278359131,7172,2.36767780508381,4.54849266608794,0,"G1","yes","C_6",-2.16844819609509,-4.82396095000093,"yes","C08",2.94953836445467,-4.45676991447796
"353","Cell_0353","E10.5_Fcs-IAHC","Pass",1061687,869505,111543,80639,7.59536473555766,7648,2.26692903306472,4.39930101781095,0,"G1","yes","C_5",-0.519087576336295,-3.03752069504555,"yes","C07",2.5877459612818,-3.89200081713761
"354","Cell_0354","E10.5_Fcs-IAHC","Pass",889937,701421,104999,83517,9.38459688719539,7177,3.98648974862403,4.84667192378255,0,"G1","yes","C_6",-2.79428204192993,-5.02631543382932,"yes","C08",2.96527285216557,-4.44163509730247
"355","Cell_0355","E10.5_Fcs-IAHC","Pass",1161640,922653,140798,98189,8.45261871147688,7242,3.16866898289532,4.99035536023227,0,"S","yes","C_6",-2.71243530277506,-4.7325932720756,"yes","C08",2.67786979995212,-3.24649530469727
"356","Cell_0356","E10.5_Fcs-IAHC","Pass",846490,681687,95024,69779,8.24333423903413,7352,3.25528381023758,4.84242740067178,0,"G1","yes","C_5",-1.74142649493302,-4.44837735641989,"yes","C08",2.27386509790846,-3.71624278327335
"357","Cell_0357","E10.5_Fcs-IAHC","Pass",874238,705913,101929,66396,7.59472820902317,7588,3.23649662415604,4.72993248312078,0,"G1","yes","C_6",-2.76335409763842,-4.83720425797133,"yes","C08",2.95232752950998,-4.44930705056648
"358","Cell_0358","E10.5_Fcs-IAHC","Pass",1088111,865554,130715,91842,8.44049917701411,7143,3.7784848664034,5.48769671118555,0,"G1","yes","C_6",-2.35818909934897,-5.04117895824373,"yes","C08",2.29891207656972,-3.75821879840238
"359","Cell_0359","E10.5_Fcs-IAHC","Pass",1026621,838219,106831,81571,7.94558069628422,7862,3.23602621487877,3.9383333933061,0,"G1","yes","C_5",-0.883371919153443,-2.61221189913555,"yes","C06_WT",3.63769674869708,-3.36295030016835
"360","Cell_0360","E10.5_Fcs-IAHC","Pass",973639,785145,111444,77050,7.91361069143697,7416,2.28795975262392,4.71632123916721,0.000168145789125003,"G2M","yes","C_6",-2.3867355495976,-4.0353875908956,"yes","C08",2.45246139544386,-3.35762549845152
"361","Cell_0361","E10.5_Fcs-IAHC","Pass",753819,593322,87806,72691,9.64303101938264,6724,7.12505145679916,8.19563875040022,0.00314458217079083,"S","yes","C_6",-2.8924247037069,-4.2413362445299,"yes","C08",3.04417924363814,-2.83603793575546
"362","Cell_0362","E10.5_Fcs-HE_Gfi1sKO","Fail",1152981,932282,136164,84535,7.33186409836762,8178,2.04659565073259,5.63796905344448,19.2620767127774,NA,"no",NA,NA,NA,"no",NA,NA,NA
"363","Cell_0363","E10.5_Fcs-HE_Gfi1sKO","Fail",1046440,841365,131483,73592,7.03260578724055,8888,3.33791725796365,4.90362774431366,12.4899497818608,NA,"no",NA,NA,NA,"no",NA,NA,NA
"364","Cell_0364","E10.5_Fcs-HE_Gfi1sKO","Pass",544913,435099,53608,56206,10.314674085588,7472,2.43479609241743,7.20421770817181,0,"G1","no",NA,NA,NA,"yes","C06_KO",4.37562976823568,-3.31873325425337
"365","Cell_0365","E10.5_Fcs-HE_Gfi1sKO","Pass",942684,777811,91219,73654,7.81322267058739,8419,1.2982300458826,6.74274786580542,0.00756684620729031,"G2M","no",NA,NA,NA,"yes","C06_KO",5.19912537428626,-2.7209673230421
"366","Cell_0366","E10.5_Fcs-HE_Gfi1sKO","Pass",816653,667473,85361,63819,7.81470220522058,8942,2.70688257078607,6.95634545773735,0.00188094063751348,"G2M","no",NA,NA,NA,"yes","C06_KO",4.91050005408459,-2.60236184490477
"367","Cell_0367","E10.5_Fcs-HE_Gfi1sKO","Pass",491753,393129,49326,49298,10.0249515508802,6981,1.60452882367638,7.45482984396231,0,"G2M","no",NA,NA,NA,"yes","C06_KO",4.97990668290117,-2.49786751390984
"368","Cell_0368","E10.5_Fcs-HE_Gfi1sKO","Pass",1017069,844031,98864,74174,7.29291719637507,8407,1.49032673258181,6.53665310797787,0.0032331468372126,"G2M","no",NA,NA,NA,"yes","C06_KO",5.16747131166524,-2.44640914321357
"369","Cell_0369","E10.5_Fcs-HE_Gfi1sKO","Pass",758758,614580,76407,67771,8.93183333816579,8142,1.8090578291306,7.18519137777035,0,"G2M","no",NA,NA,NA,"yes","C06_KO",5.40850251765037,-2.76618084416533
"370","Cell_0370","E10.5_Fcs-HE_Gfi1sKO","Pass",1049188,851890,110923,86375,8.23255698692703,7454,2.03165469347227,4.56830702420759,0,"G2M","no",NA,NA,NA,"yes","C06_KO",4.90011154673782,-3.12316542656419
"371","Cell_0371","E10.5_Fcs-HE_Gfi1sKO","Pass",869772,716258,81814,71700,8.24353968626261,7728,1.62244947999381,5.77533167605331,0,"G2M","no",NA,NA,NA,"yes","C06_KO",5.31603299110461,-2.31006183025657
"372","Cell_0372","E10.5_Fcs-HE_Gfi1sKO","Pass",592844,481920,57361,53563,9.03492318383926,6273,2.14499041791835,7.56969910227963,0,"G1","no",NA,NA,NA,"yes","C06_KO",4.66137790237378,-3.20265532910782
"373","Cell_0373","E10.5_Fcs-HE_Gfi1sKO","Pass",719560,590090,71232,58238,8.09355717382845,7097,1.81553182725516,6.68750311188764,0,"G2M","no",NA,NA,NA,"yes","C06_KO",5.30633681349659,-2.70345541160196
"374","Cell_0374","E10.5_Fcs-HE_Gfi1sKO","Pass",595009,486225,52071,56713,9.53145246542489,7590,2.38155561185711,7.85726974364351,0,"G1","no",NA,NA,NA,"yes","C06_KO",5.34770778046271,-3.01051390069702
"375","Cell_0375","E10.5_Fcs-HE_Gfi1sKO","Fail",154909,48319,190,106400,68.6854863177737,82,0.00208437552109388,0.0917125229281307,0,NA,"no",NA,NA,NA,"no",NA,NA,NA
"376","Cell_0376","E10.5_Fcs-HE_Gfi1sKO","Pass",738878,611688,69035,58155,7.87071749328035,7324,2.39057348653588,6.98269728857537,0,"S","no",NA,NA,NA,"yes","C06_KO",5.58744984047122,-1.59826977793293
"377","Cell_0377","E10.5_Fcs-HE_Gfi1sKO","Pass",867763,715766,83083,68914,7.94156929945158,6938,2.34863582583539,7.7687763116001,0,"G1","no",NA,NA,NA,"yes","C06_KO",4.91429412002685,-3.03967635106857
"378","Cell_0378","E10.5_Fcs-HE_Gfi1sKO","Pass",1075999,883262,113401,79336,7.373241053198,7523,1.98887735360085,6.98877618203411,0,"G1","no",NA,NA,NA,"yes","C06_KO",5.18375478731178,-3.07121630413309
"379","Cell_0379","E10.5_Fcs-HE_Gfi1sKO","Pass",574009,458110,55156,60743,10.5822382575883,6164,3.46292780756619,7.29273909912698,0,"G1","no",NA,NA,NA,"yes","C06_KO",4.35480721092693,-2.93304344523745
"380","Cell_0380","E10.5_Fcs-HE_Gfi1sKO","Pass",752916,622723,73827,56366,7.48635970015247,7552,1.59328622305108,7.33572255114536,0.00786419655997573,"S","no",NA,NA,NA,"yes","C06_KO",5.42051653303272,-2.23265615712601
"381","Cell_0381","E10.5_Fcs-HE_Gfi1sKO","Pass",521997,425159,52941,43897,8.40943530326803,7178,1.58244268481021,6.05436307756548,0,"G1","no",NA,NA,NA,"yes","C06_KO",3.92272320436978,-3.30732207104279
"382","Cell_0382","E10.5_Fcs-HE_Gfi1sKO","Pass",645938,521042,54887,70009,10.8383467143905,5351,3.01129653045061,7.22227625783323,0,"G1","no",NA,NA,NA,"yes","C05",5.17893008797221,-2.53223605605314
"383","Cell_0383","E10.5_Fcs-HE_Gfi1sKO","Pass",1074210,878109,110447,85654,7.97367367646922,7635,5.14263098392573,6.34505108732498,0,"G2M","no",NA,NA,NA,"yes","C06_KO",5.26136314859992,-2.5295003711977
"384","Cell_0384","E10.5_Fcs-HE_Gfi1sKO","Pass",887780,746213,80228,61339,6.90925679785532,7809,1.55482227049375,8.06484598250065,0,"G1","no",NA,NA,NA,"yes","C06_KO",5.22506948861606,-3.0605474732696
"385","Cell_0385","E10.5_Fcs-HE_Gfi1sKO","Pass",1030154,846202,105199,78753,7.64477932425637,7768,2.23259862036558,6.06456715583184,0,"G2M","no",NA,NA,NA,"yes","C06_KO",5.28221515270194,-2.27178123500902
"386","Cell_0386","E10.5_Fcs-HE_Gfi1sKO","Pass",1147806,939804,118569,89433,7.79164771747142,7868,1.60593689636732,6.28800785507848,0.00014611381096964,"S","no",NA,NA,NA,"yes","C06_KO",5.5830783527419,-1.68948448541797
"387","Cell_0387","E10.5_Fcs-HE_Gfi1sKO","Pass",1037548,853942,105793,77813,7.49970121864241,7308,1.64398291402096,8.62042885938923,0,"G1","no",NA,NA,NA,"yes","C06_KO",5.14481116791882,-3.0934225963585
"388","Cell_0388","E10.5_Fcs-HE_Gfi1sKO","Fail",1133240,898229,169001,66010,5.82489146164978,6007,1.85779601504179,0.290488288504235,47.2108733753481,NA,"no",NA,NA,NA,"no",NA,NA,NA
"389","Cell_0389","E10.5_Fcs-HE_Gfi1sKO","Pass",889545,709848,79981,99716,11.2097757842493,6025,2.21112767511431,5.89580686149936,0.000200102052046544,"G1","no",NA,NA,NA,"yes","C06_KO",3.05098485265792,-3.19599870929305
"390","Cell_0390","E10.5_Fcs-HE_Gfi1sKO","Pass",475820,373275,54900,47645,10.0132403009541,7121,3.50828857775663,5.97500366751228,0.00536709114394181,"G1","no",NA,NA,NA,"yes","C06_KO",4.66799030311369,-2.85555147988725
"391","Cell_0391","E10.5_Fcs-HE_Gfi1sKO","Pass",1516325,1253749,142595,119981,7.91261767760869,8308,2.25642902731461,6.51792922828506,0,"G2M","no",NA,NA,NA,"yes","C06_KO",5.11250892002287,-2.52021828472718
"392","Cell_0392","E10.5_Fcs-HE_Gfi1sKO","Pass",717007,583303,72174,61530,8.58150617776396,6884,2.55668136620742,7.81192456963711,0,"G1","no",NA,NA,NA,"yes","C06_KO",4.81169358001242,-3.17954555565296
"393","Cell_0393","E10.5_Fcs-HE_Gfi1sKO","Pass",989391,825074,90787,73530,7.43184443763891,8110,1.62212772861556,6.93621005523144,0.00152106163341739,"G1","no",NA,NA,NA,"yes","C06_KO",5.43704711332414,-3.00864180414745
"394","Cell_0394","E10.5_Fcs-HE_Gfi1sKO","Pass",966891,779028,102391,85472,8.83987957277501,6439,2.92559265916846,7.11557137103594,0.0057535493297115,"G1","no",NA,NA,NA,"yes","C06_KO",4.46340615577419,-3.19206569851149
"395","Cell_0395","E10.5_Fcs-HE_Gfi1sKO","Pass",611740,497108,59891,54741,8.94840945499722,6495,1.86322467337277,7.06955851144673,0,"G1","no",NA,NA,NA,"yes","C06_KO",5.0500524784691,-2.56360242153383
"396","Cell_0396","E10.5_Fcs-HE_Gfi1sKO","Pass",780340,645892,80369,54079,6.93018427864777,8023,2.22095278366192,5.50572670388245,0.0002032908726464,"G2M","no",NA,NA,NA,"yes","C06_KO",4.83808522374912,-3.13394773289499
"397","Cell_0397","E10.5_Fcs-HE_Gfi1sKO","Pass",726145,594358,77243,54544,7.51144743818383,7094,1.79508943312849,5.18005190246237,0.00664847938195736,"G1","no",NA,NA,NA,"yes","C06_KO",4.72982502057251,-3.2195339044349
"398","Cell_0398","E10.5_Fcs-HE_Gfi1sKO","Fail",126454,49451,164,76839,60.7643886314391,91,0,0.0142129093825506,0.00406083125215732,NA,"no",NA,NA,NA,"no",NA,NA,NA
"399","Cell_0399","E10.5_Fcs-HE_Gfi1sKO","Pass",701232,575930,69897,55405,7.901094074429,6868,2.60248199913086,8.76922716615446,0.000260222177695316,"G2M","no",NA,NA,NA,"yes","C06_KO",4.54209934014495,-3.1651472744813
"400","Cell_0400","E10.5_Fcs-HE_Gfi1sKO","Pass",539311,438468,51825,49018,9.08900430363927,6843,0.841050459925233,6.02478787596755,0,"S","no",NA,NA,NA,"yes","C02",4.02818879021931,2.62371000937388
"401","Cell_0401","E10.5_Fcs-HE_Gfi1sKO","Pass",680859,563713,67095,50051,7.35115493810025,7170,3.16007965838048,6.07692383905837,0.000495387938294478,"G2M","no",NA,NA,NA,"yes","C06_KO",5.062865780257,-2.4367845417648
"402","Cell_0402","E10.5_Fcs-HE_Gfi1sKO","Pass",540346,445595,51720,43031,7.9636011000359,6431,2.08561731515339,7.54485357351522,0,"G1","no",NA,NA,NA,"yes","C06_KO",4.53932694979239,-3.14112454773766
"403","Cell_0403","E10.5_Fcs-HE_Gfi1sKO","Pass",784671,648079,77424,59168,7.54048512051548,7222,1.66695922063623,5.43252774608443,0,"G1","no",NA,NA,NA,"yes","C06_KO",4.54542424775895,-3.09893189859463
"404","Cell_0404","E11.5_Fcs-HE","Pass",508462,423160,44596,40706,8.00571134126051,6077,2.70495556732159,8.16996036118544,0.0304088378815415,"G1","yes","C_3",0.894035967524708,-2.37410770516013,"no",NA,NA,NA
"405","Cell_0405","E11.5_Fcs-HE","Pass",844315,722008,70089,52218,6.1846585693728,5078,2.62189667517558,7.92241613560317,0,"G1","yes","C_3",1.71505583448481,-0.20907776351291,"no",NA,NA,NA
"406","Cell_0406","E11.5_Fcs-HE","Pass",598593,510263,49358,38972,6.51060069195597,5306,1.73304141927347,11.238294682484,0.0223100079721095,"G1","yes","C_2",2.18878977450417,-1.2467683259271,"no",NA,NA,NA
"407","Cell_0407","E11.5_Fcs-HE","Pass",571066,473632,40414,57020,9.98483537804737,4778,2.14883757155652,13.2252034736555,0,"G1","yes","C_2",1.88619269175615,0.0384531706109256,"no",NA,NA,NA
"408","Cell_0408","E11.5_Fcs-HE","Fail",262,56,2,204,77.8625954198473,35,0,2.38095238095238,0,NA,"no",NA,NA,NA,"no",NA,NA,NA
"409","Cell_0409","E11.5_Fcs-HE","Fail",159,35,6,118,74.2138364779874,18,4.76190476190476,9.52380952380952,4.76190476190476,NA,"no",NA,NA,NA,"no",NA,NA,NA
"410","Cell_0410","E11.5_Fcs-HE","Fail",634,360,47,227,35.8044164037855,212,0,7.22021660649819,0,NA,"no",NA,NA,NA,"no",NA,NA,NA
"411","Cell_0411","E11.5_Fcs-HE","Pass",745515,614153,77883,53479,7.17343044740884,6168,3.13791863535695,6.36034876450609,0.00160319906922843,"S","yes","C_5",-1.26285029430082,-3.59133393811108,"no",NA,NA,NA
"412","Cell_0412","E11.5_Fcs-HE","Fail",505217,375322,90347,39548,7.82792344675654,2088,0.706246404941264,4.53923266451143,66.0048169942079,NA,"no",NA,NA,NA,"no",NA,NA,NA
"413","Cell_0413","E10.5_Fcs-HE_Runx1","Fail",1156002,765291,204111,186600,16.1418405850509,2914,2.20116296614399,1.24624241228427,63.3342134890145,NA,"no",NA,NA,NA,"no",NA,NA,NA
"414","Cell_0414","E10.5_Fcs-HE_Runx1","Pass",1591664,1199850,122825,268989,16.8998607746359,5761,3.44021058306773,6.44316001458859,0.0109678681107253,"G1","no",NA,NA,NA,"yes","C05",4.57151969533404,-0.590862610104788
"415","Cell_0415","E10.5_Fcs-HE_Runx1","Pass",1824010,1419338,162384,242288,13.2832605084402,5963,4.16719587865195,6.81924493582853,0.000103260875177221,"G1","no",NA,NA,NA,"yes","C05",5.85377113567682,-0.686596656993635
"416","Cell_0416","E10.5_Fcs-HE_Runx1","Pass",1744720,1318057,146335,280328,16.0672199550644,6461,8.18561778191163,5.02799291680827,0.000149057065006767,"G1","no",NA,NA,NA,"yes","C05",6.15948829239919,-2.09341882200677
"417","Cell_0417","E10.5_Fcs-Mes","Fail",1889115,1340108,303572,245435,12.9920624207632,5568,1.88499103627308,2.16661353295049,52.6708593999064,NA,"no",NA,NA,NA,"no",NA,NA,NA
"418","Cell_0418","E10.5_Fcs-Mes","Pass",1385951,955611,186966,243374,17.5600724700945,8332,4.66223085432432,1.50705156818457,0,"G2M","no",NA,NA,NA,"no",NA,NA,NA
"419","Cell_0419","E10.5_Fcs-Mes","Pass",1963779,1339612,267156,357011,18.1797951806186,7985,4.91743820011435,1.99913223672763,0.000112990009423367,"G2M","no",NA,NA,NA,"no",NA,NA,NA
"420","Cell_0420","E10.5_Fcs-HE_Runx1","Pass",1997449,1573153,155973,268323,13.4332841539383,6060,3.77286194703124,6.47723235212449,0,"G1","no",NA,NA,NA,"yes","C05",4.95753570916263,-1.07697236373024
"421","Cell_0421","E10.5_Fcs-HE_Runx1","Pass",1899770,1468885,164590,266295,14.0172231375377,6020,4.61981701796803,6.79429965171639,0,"G1","no",NA,NA,NA,"yes","C05",4.96528444047393,-0.846630922841004
"422","Cell_0422","E10.5_Fcs-HE_Runx1","Pass",1532611,1191087,142157,199367,13.008323703797,6609,5.72738140990642,5.4922504640929,0.00155997611818379,"G1","no",NA,NA,NA,"yes","C05",5.55551432542814,-2.85588998381029
"423","Cell_0423","E10.5_Fcs-HE_Runx1","Pass",1229058,964869,102292,161897,13.1724458894535,4707,6.16671198072434,8.6329842588339,0.00506267402941976,"G1","no",NA,NA,NA,"yes","C05",4.73242126886833,-0.736005187186008
"424","Cell_0424","E10.5_Fcs-Mes","Pass",1606502,1211428,200370,194704,12.119748372551,7672,4.14139102139795,8.50882456650438,0.000247446659779401,"S","no",NA,NA,NA,"no",NA,NA,NA
"425","Cell_0425","E10.5_Fcs-Mes","Pass",1967476,1486251,247259,233966,11.8916825414897,7201,5.55294674520647,9.12762216745807,0.000939171725671696,"S","no",NA,NA,NA,"no",NA,NA,NA
"426","Cell_0426","E10.5_Fcs-HE_Runx1","Pass",1280545,953557,115268,211720,16.53358530938,5476,3.27891980836459,7.24038481529994,0,"G2M","no",NA,NA,NA,"yes","C05",5.01782455546753,-0.201068681061142
"427","Cell_0427","E10.5_Fcs-HE_Runx1","Pass",2096289,1605651,187992,302646,14.4372269281573,6376,4.5204478128727,9.64133870938986,9.38338933652869e-05,"G1","no",NA,NA,NA,"yes","C05",5.98117490333269,-2.32737471538775
"428","Cell_0428","E10.5_Fcs-HE_Runx1","Pass",2411742,1869427,216955,325360,13.490663595028,6252,4.51901027716564,8.39235475771072,0,"G2M","no",NA,NA,NA,"yes","C06_WT",4.65385161169552,-0.39431119634738
"429","Cell_0429","E10.5_Fcs-Mes","Pass",1789213,1366458,144372,278383,15.5589636337317,5355,6.59268850188141,9.9588345131226,0,"G1","no",NA,NA,NA,"yes","C10",-15.1206229073,1.4589441560146
"430","Cell_0430","E10.5_Fcs-Mes","Pass",2319423,1731310,275973,312140,13.4576573570237,8421,5.31924454782749,11.3001813927913,0,"G2M","no",NA,NA,NA,"no",NA,NA,NA
"431","Cell_0431","E10.5_Fcs-Mes","Pass",995249,761175,90017,144057,14.4744681984106,7672,4.86836173473988,9.85235776755928,0.000450815976918222,"G2M","no",NA,NA,NA,"yes","C10",-15.422803989282,0.81744289692174
"432","Cell_0432","E10.5_Fcs-HE_Runx1","Pass",912442,712403,83954,116085,12.7224524956107,6593,4.48077269582665,8.02348162467217,0,"S","no",NA,NA,NA,"yes","C06_WT",5.60518185222607,-1.20765278921247
"433","Cell_0433","E10.5_Fcs-HE_Runx1","Pass",1049260,789302,77146,182812,17.4229456950613,4697,6.01703298634649,6.50261369970323,0.000502151720120717,"G1","no",NA,NA,NA,"yes","C05",4.55418140952859,-0.428226121172423
"434","Cell_0434","E10.5_Fcs-HE_Runx1","Pass",1113579,869418,91249,152912,13.7315807859164,5665,4.80301503992223,10.0616962147373,0,"G1","no",NA,NA,NA,"yes","C05",4.68578117544034,-0.715632031762593
"435","Cell_0435","E10.5_Fcs-HE_Runx1","Pass",1187399,924599,104734,158066,13.3119532692886,7547,3.44710369889057,9.23414073592761,0,"G2M","no",NA,NA,NA,"yes","C04",7.34541422517153,-1.23093683599204
"436","Cell_0436","E10.5_Fcs-Mes","Pass",1588600,1226833,144456,217311,13.679403248143,8864,3.14934022470721,5.38991859985497,0.00108228882440585,"G2M","no",NA,NA,NA,"yes","C10",-14.7179392350855,1.46444659961747
"437","Cell_0437","E10.5_Fcs-Mes","Pass",969999,719175,113670,137154,14.1396022057755,6976,5.5792230742529,10.702451954937,0,"S","no",NA,NA,NA,"no",NA,NA,NA
"438","Cell_0438","E10.5_Fcs-Mes","Pass",1293690,952706,154434,186550,14.4199924247695,7366,8.60276703035807,11.1816347065874,0,"G2M","no",NA,NA,NA,"no",NA,NA,NA
"439","Cell_0439","E10.5_Fcs-Mes","Fail",906977,659475,121279,126223,13.9168909465179,5052,4.17966483641225,10.1965911861898,41.1306936187745,NA,"no",NA,NA,NA,"no",NA,NA,NA
"440","Cell_0440","E10.5_Fcs-Mes","Pass",858182,661303,93874,103005,12.0026987282418,8126,4.01821098320438,11.5981789016796,0.000235893564823552,"G2M","no",NA,NA,NA,"yes","C09",-14.0841606501583,2.84288989803952
"441","Cell_0441","E10.5_Fcs-HE_Runx1","Pass",915161,685575,66873,162713,17.7797130778082,5619,4.39067501655197,9.11664125661319,0.000303705818396069,"G2M","no",NA,NA,NA,"yes","C05",4.9155703917532,-1.433456965641
"442","Cell_0442","E10.5_Fcs-HE_Runx1","Pass",999185,725286,87554,186345,18.6496995050967,5957,5.776602929874,10.216829308056,0,"G1","no",NA,NA,NA,"yes","C05",5.57451497859299,-1.39840351699528
"443","Cell_0443","E10.5_Fcs-HE_Runx1","Pass",1243422,955197,103056,185169,14.8918870664987,5672,4.61325044138599,9.77900025222056,0.000852096498224231,"G1","no",NA,NA,NA,"yes","C05",4.95338389409536,-0.228775964177302
"444","Cell_0444","E10.5_Fcs-Mes","Fail",108,37,3,68,62.962962962963,15,0,6.66666666666667,0,NA,"no",NA,NA,NA,"no",NA,NA,NA
"445","Cell_0445","E10.5_Fcs-Mes","Pass",1339892,1005192,130493,204207,15.2405567015849,6151,5.36712139220521,11.0207376133118,0.000147830149071922,"G1","no",NA,NA,NA,"yes","C10",-15.505398371121,0.646478836020356
"446","Cell_0446","E10.5_Fcs-HE_Runx1","Pass",1638784,1284845,132069,221870,13.5386969850816,5538,6.40767399424779,9.29439386970081,0.000126366655377912,"G1","no",NA,NA,NA,"yes","C05",4.89695214263736,-2.2511321734483
