gene_id	gene_name	gene_type	seqnames
8420	ENSMUSG00000091034	Gm17660	protein_coding	chr5
8421	ENSMUSG00000029309	Sparcl1	protein_coding	chr5
8422	ENSMUSG00000097877	Gm26703	lncRNA	chr5
8423	ENSMUSG00000053268	Dspp	protein_coding	chr5
8424	ENSMUSG00000029307	Dmp1	protein_coding	chr5
8425	ENSMUSG00000105615	Gm31048	lncRNA	chr5
8426	ENSMUSG00000029306	Ibsp	protein_coding	chr5
8427	ENSMUSG00000053863	Mepe	protein_coding	chr5
8428	ENSMUSG00000029304	Spp1	protein_coding	chr5
8429	ENSMUSG00000034462	Pkd2	protein_coding	chr5
8430	ENSMUSG00000079065	BC005561	protein_coding	chr5
8431	ENSMUSG00000097392	D930016D06Rik	lncRNA	chr5
8432	ENSMUSG00000072774	Zfp951	protein_coding	chr5
8433	ENSMUSG00000029299	Abcg3	protein_coding	chr5
8434	ENSMUSG00000034438	Gbp8	protein_coding	chr5
8435	ENSMUSG00000029298	Gbp9	protein_coding	chr5
8436	ENSMUSG00000079363	Gbp4	protein_coding	chr5
8437	ENSMUSG00000105096	Gbp10	protein_coding	chr5
8438	ENSMUSG00000104713	Gbp6	protein_coding	chr5
8439	ENSMUSG00000097237	Gm26519	lncRNA	chr5
8440	ENSMUSG00000106438	Gm32051	lncRNA	chr5
8441	ENSMUSG00000070639	Lrrc8b	protein_coding	chr5
8442	ENSMUSG00000054720	Lrrc8c	protein_coding	chr5
8443	ENSMUSG00000085771	C230066G23Rik	lncRNA	chr5
8444	ENSMUSG00000046079	Lrrc8d	protein_coding	chr5
8445	ENSMUSG00000084878	Lrrc8dos	lncRNA	chr5
8446	ENSMUSG00000029290	Zfp326	protein_coding	chr5
8447	ENSMUSG00000106483	Gm32736	lncRNA	chr5
8448	ENSMUSG00000105508	Gm32921	lncRNA	chr5
8449	ENSMUSG00000105531	4930458A03Rik	lncRNA	chr5
8450	ENSMUSG00000106594	4930432H08Rik	lncRNA	chr5
8451	ENSMUSG00000105618	Gm42916	lncRNA	chr5
8452	ENSMUSG00000034384	Barhl2	protein_coding	chr5
8453	ENSMUSG00000097018	Gm26872	lncRNA	chr5
8454	ENSMUSG00000099061	Gm28050	lncRNA	chr5
8455	ENSMUSG00000101237	Gm29464	lncRNA	chr5
8456	ENSMUSG00000091096	Gm17304	protein_coding	chr5
8457	ENSMUSG00000049606	Zfp644	protein_coding	chr5
8458	ENSMUSG00000043410	Hfm1	protein_coding	chr5
8459	ENSMUSG00000029283	Cdc7	protein_coding	chr5
8460	ENSMUSG00000106554	Gm33474	lncRNA	chr5
8461	ENSMUSG00000029287	Tgfbr3	protein_coding	chr5
8462	ENSMUSG00000029279	Brdt	protein_coding	chr5
8463	ENSMUSG00000106396	Gm42902	lncRNA	chr5
8464	ENSMUSG00000033805	Ephx4	protein_coding	chr5
8465	ENSMUSG00000090558	Gm17202	lncRNA	chr5
8466	ENSMUSG00000033794	Lpcat2b	protein_coding	chr5
8467	ENSMUSG00000111375	Btbd8	protein_coding	chr5
8468	ENSMUSG00000089798	1700028K03Rik	protein_coding	chr5
8469	ENSMUSG00000029276	Glmn	protein_coding	chr5
8470	ENSMUSG00000033773	Rpap2	protein_coding	chr5
8471	ENSMUSG00000085900	A930041C12Rik	lncRNA	chr5
8472	ENSMUSG00000097035	Gm26692	lncRNA	chr5
8473	ENSMUSG00000106333	4930428O21Rik	lncRNA	chr5
8474	ENSMUSG00000029275	Gfi1	protein_coding	chr5
8475	ENSMUSG00000090030	A430072P03Rik	lncRNA	chr5
8476	ENSMUSG00000011831	Evi5	protein_coding	chr5
8477	ENSMUSG00000063447	Ube2d2b	protein_coding	chr5
8478	ENSMUSG00000058558	Rpl5	protein_coding	chr5
8479	ENSMUSG00000029270	Dipk1a	protein_coding	chr5
8480	ENSMUSG00000029267	Mtf2	protein_coding	chr5
8481	ENSMUSG00000063406	Tmed5	protein_coding	chr5
8482	ENSMUSG00000056531	Ccdc18	protein_coding	chr5
8483	ENSMUSG00000029265	Dr1	protein_coding	chr5
8484	ENSMUSG00000029263	Pigg	protein_coding	chr5
8485	ENSMUSG00000104904	9330198I05Rik	lncRNA	chr5
8486	ENSMUSG00000106304	Gm42518	lncRNA	chr5
8487	ENSMUSG00000105867	Gm42517	protein_coding	chr5
8488	ENSMUSG00000072769	Gm10419	lncRNA	chr5
8489	ENSMUSG00000029491	Pde6b	protein_coding	chr5
8490	ENSMUSG00000050856	Atp5k	protein_coding	chr5
8491	ENSMUSG00000029490	Mfsd7a	protein_coding	chr5
8492	ENSMUSG00000033623	Pcgf3	protein_coding	chr5
8493	ENSMUSG00000033615	Cplx1	protein_coding	chr5
8494	ENSMUSG00000062234	Gak	protein_coding	chr5
8495	ENSMUSG00000013495	Tmem175	protein_coding	chr5
8496	ENSMUSG00000004815	Dgkq	protein_coding	chr5
8497	ENSMUSG00000033540	Idua	protein_coding	chr5
8498	ENSMUSG00000046959	Slc26a1	protein_coding	chr5
8499	ENSMUSG00000008090	Fgfrl1	protein_coding	chr5
8500	ENSMUSG00000055385	Rnf212	protein_coding	chr5
8501	ENSMUSG00000101762	1700047L14Rik	lncRNA	chr5
8502	ENSMUSG00000004821	Tmed11	protein_coding	chr5
8503	ENSMUSG00000090961	Vmn2r8	protein_coding	chr5
8504	ENSMUSG00000091624	Vmn2r9	protein_coding	chr5
8505	ENSMUSG00000093479	Gm20629	lncRNA	chr5
8506	ENSMUSG00000067010	Vmn2r10	protein_coding	chr5
8507	ENSMUSG00000091450	Vmn2r11	protein_coding	chr5
8508	ENSMUSG00000090688	Vmn2r12	protein_coding	chr5
8509	ENSMUSG00000091635	Vmn2r13	protein_coding	chr5
8510	ENSMUSG00000091059	Vmn2r14	protein_coding	chr5
8511	ENSMUSG00000091375	Vmn2r15	protein_coding	chr5
8512	ENSMUSG00000092080	Vmn2r16	protein_coding	chr5
8513	ENSMUSG00000091879	Vmn2r17	protein_coding	chr5
8514	ENSMUSG00000033467	Crlf2	protein_coding	chr5
8515	ENSMUSG00000072763	5430403G16Rik	protein_coding	chr5
8516	ENSMUSG00000072762	4930522L14Rik	protein_coding	chr5
8517	ENSMUSG00000105471	A430073D23Rik	lncRNA	chr5
8518	ENSMUSG00000097140	Gm26779	lncRNA	chr5
8519	ENSMUSG00000090015	Gm15446	protein_coding	chr5
8520	ENSMUSG00000097863	1010001B22Rik	lncRNA	chr5
8521	ENSMUSG00000066613	Zfp932	protein_coding	chr5
8522	ENSMUSG00000090963	Gm17655	protein_coding	chr5
8523	ENSMUSG00000109771	Gm35315	protein_coding	chr5
8524	ENSMUSG00000064247	Plcxd1	protein_coding	chr5
8525	ENSMUSG00000033434	Gtpbp6	protein_coding	chr5
8526	ENSMUSG00000023284	Zfp605	protein_coding	chr5
8527	ENSMUSG00000014668	Chfr	protein_coding	chr5
8528	ENSMUSG00000105541	Gm43136	lncRNA	chr5
8529	ENSMUSG00000086247	Gm15787	lncRNA	chr5
8530	ENSMUSG00000029502	Golga3	protein_coding	chr5
8531	ENSMUSG00000104720	Gm43138	lncRNA	chr5
8532	ENSMUSG00000104970	Gm43137	lncRNA	chr5
8533	ENSMUSG00000029501	Ankle2	protein_coding	chr5
8534	ENSMUSG00000029500	Pgam5	protein_coding	chr5
8535	ENSMUSG00000087439	Gm15788	lncRNA	chr5
8536	ENSMUSG00000029499	Pxmp2	protein_coding	chr5
8537	ENSMUSG00000007080	Pole	protein_coding	chr5
8538	ENSMUSG00000085606	Gm15792	lncRNA	chr5
8539	ENSMUSG00000029503	P2rx2	protein_coding	chr5
8540	ENSMUSG00000072754	Lrcol1	protein_coding	chr5
8541	ENSMUSG00000043323	Fbrsl1	protein_coding	chr5
8542	ENSMUSG00000105482	Gm42596	lncRNA	chr5
8543	ENSMUSG00000048215	A630023P12Rik	lncRNA	chr5
8544	ENSMUSG00000033316	Galnt9	protein_coding	chr5
8545	ENSMUSG00000033294	Noc4l	protein_coding	chr5
8546	ENSMUSG00000029504	Ddx51	protein_coding	chr5
8547	ENSMUSG00000105161	Gm42595	lncRNA	chr5
8548	ENSMUSG00000029505	Ep400	protein_coding	chr5
8549	ENSMUSG00000086401	Gm15559	lncRNA	chr5
8550	ENSMUSG00000029507	Pus1	protein_coding	chr5
8551	ENSMUSG00000029512	Ulk1	protein_coding	chr5
8552	ENSMUSG00000043510	Hscb	protein_coding	chr5
8553	ENSMUSG00000029521	Chek2	protein_coding	chr5
8554	ENSMUSG00000033209	Ttc28	protein_coding	chr5
8555	ENSMUSG00000050017	Pitpnb	protein_coding	chr5
8556	ENSMUSG00000104559	Gm43118	lncRNA	chr5
8557	ENSMUSG00000070576	Mn1	protein_coding	chr5
8558	ENSMUSG00000052848	C130026L21Rik	lncRNA	chr5
8559	ENSMUSG00000104833	Gm42489	lncRNA	chr5
8560	ENSMUSG00000096949	Gm26897	protein_coding	chr5
8561	ENSMUSG00000085271	E130006D01Rik	lncRNA	chr5
8562	ENSMUSG00000085919	Gm16019	lncRNA	chr5
8563	ENSMUSG00000105376	Gm36535	lncRNA	chr5
8564	ENSMUSG00000106060	Gm42488	lncRNA	chr5
8565	ENSMUSG00000104538	1700016B01Rik	lncRNA	chr5
8566	ENSMUSG00000101683	1700028D13Rik	lncRNA	chr5
8567	ENSMUSG00000097767	Miat	lncRNA	chr5
8568	ENSMUSG00000097986	Gm26953	lncRNA	chr5
8569	ENSMUSG00000066975	Cryba4	protein_coding	chr5
8570	ENSMUSG00000029343	Crybb1	protein_coding	chr5
8571	ENSMUSG00000029344	Tpst2	protein_coding	chr5
8572	ENSMUSG00000029345	Tfip11	protein_coding	chr5
8573	ENSMUSG00000029346	Srrd	protein_coding	chr5
8574	ENSMUSG00000042328	Hps4	protein_coding	chr5
8575	ENSMUSG00000051503	Gm6583	protein_coding	chr5
8576	ENSMUSG00000093637	Gm20636	lncRNA	chr5
8577	ENSMUSG00000029348	Asphd2	protein_coding	chr5
8578	ENSMUSG00000058153	Sez6l	protein_coding	chr5
8579	ENSMUSG00000072722	Gm6588	protein_coding	chr5
8580	ENSMUSG00000098027	Gm27004	lncRNA	chr5
8581	ENSMUSG00000097962	1700034G24Rik	lncRNA	chr5
8582	ENSMUSG00000105152	Gm42864	lncRNA	chr5
8583	ENSMUSG00000104807	Gm42865	lncRNA	chr5
8584	ENSMUSG00000072720	Myo18b	protein_coding	chr5
8585	ENSMUSG00000098230	1700095B10Rik	lncRNA	chr5
8586	ENSMUSG00000042249	Grk3	protein_coding	chr5
8587	ENSMUSG00000042240	Crybb2	protein_coding	chr5
8588	ENSMUSG00000029352	Crybb3	protein_coding	chr5
8589	ENSMUSG00000051339	2900026A02Rik	protein_coding	chr5
8590	ENSMUSG00000106659	Gm42161	lncRNA	chr5
8591	ENSMUSG00000066964	Tmem211	protein_coding	chr5
8592	ENSMUSG00000042216	Sgsm1	protein_coding	chr5
8593	ENSMUSG00000053873	Aym1	protein_coding	chr5
8594	ENSMUSG00000063430	Wscd2	protein_coding	chr5
8595	ENSMUSG00000042190	Cmklr1	protein_coding	chr5
8596	ENSMUSG00000085713	Gm15736	lncRNA	chr5
8597	ENSMUSG00000042184	1700069L16Rik	protein_coding	chr5
8598	ENSMUSG00000053334	Ficd	protein_coding	chr5
8599	ENSMUSG00000018974	Sart3	protein_coding	chr5
8600	ENSMUSG00000025825	Iscu	protein_coding	chr5
8601	ENSMUSG00000054675	Tmem119	protein_coding	chr5
8602	ENSMUSG00000048163	Selplg	protein_coding	chr5
8603	ENSMUSG00000004530	Coro1c	protein_coding	chr5
8604	ENSMUSG00000090458	Gm17122	lncRNA	chr5
8605	ENSMUSG00000105664	Gm42797	lncRNA	chr5
8606	ENSMUSG00000042121	Ssh1	protein_coding	chr5
8607	ENSMUSG00000042096	Dao	protein_coding	chr5
8608	ENSMUSG00000042078	Svop	protein_coding	chr5
8609	ENSMUSG00000029592	Usp30	protein_coding	chr5
8610	ENSMUSG00000044339	Alkbh2	protein_coding	chr5
8611	ENSMUSG00000029591	Ung	protein_coding	chr5
8612	ENSMUSG00000042010	Acacb	protein_coding	chr5
8613	ENSMUSG00000042002	Foxn4	protein_coding	chr5
8614	ENSMUSG00000066952	Myo1h	protein_coding	chr5
8615	ENSMUSG00000001098	Kctd10	protein_coding	chr5
8616	ENSMUSG00000029577	Ube3b	protein_coding	chr5
8617	ENSMUSG00000029575	Mmab	protein_coding	chr5
8618	ENSMUSG00000041939	Mvk	protein_coding	chr5
8619	ENSMUSG00000086302	Gm13790	lncRNA	chr5
8620	ENSMUSG00000041930	Fam222a	protein_coding	chr5
8621	ENSMUSG00000014158	Trpv4	protein_coding	chr5
8622	ENSMUSG00000011884	Gltp	protein_coding	chr5
8623	ENSMUSG00000002486	Tchp	protein_coding	chr5
8624	ENSMUSG00000107340	Gm42789	lncRNA	chr5
8625	ENSMUSG00000041890	Git2	protein_coding	chr5
8626	ENSMUSG00000092183	4930515G01Rik	lncRNA	chr5
8627	ENSMUSG00000041870	Ankrd13a	protein_coding	chr5
8628	ENSMUSG00000072694	1500011B03Rik	protein_coding	chr5
8629	ENSMUSG00000029564	4930519G04Rik	protein_coding	chr5
8630	ENSMUSG00000107108	Gm9936	lncRNA	chr5
8631	ENSMUSG00000029561	Oasl2	protein_coding	chr5
8632	ENSMUSG00000087477	Gm13822	lncRNA	chr5
8633	ENSMUSG00000041827	Oasl1	protein_coding	chr5
8634	ENSMUSG00000029559	2210016L21Rik	protein_coding	chr5
8635	ENSMUSG00000029556	Hnf1a	protein_coding	chr5
8636	ENSMUSG00000086054	Hnf1aos1	lncRNA	chr5
8637	ENSMUSG00000086140	Hnf1aos2	lncRNA	chr5
8638	ENSMUSG00000029550	Sppl3	protein_coding	chr5
8639	ENSMUSG00000072693	Gm10401	protein_coding	chr5
8640	ENSMUSG00000029545	Acads	protein_coding	chr5
8641	ENSMUSG00000046562	Unc119b	protein_coding	chr5
8642	ENSMUSG00000048578	Mlec	protein_coding	chr5
8643	ENSMUSG00000029544	Cabp1	protein_coding	chr5
8644	ENSMUSG00000060152	Pop5	protein_coding	chr5
8645	ENSMUSG00000041740	Rnf10	protein_coding	chr5
8646	ENSMUSG00000041733	Coq5	protein_coding	chr5
8647	ENSMUSG00000009013	Dynll1	protein_coding	chr5
8648	ENSMUSG00000086368	Gm13830	lncRNA	chr5
8649	ENSMUSG00000029538	Srsf9	protein_coding	chr5
8650	ENSMUSG00000029536	Gatc	protein_coding	chr5
8651	ENSMUSG00000029535	Triap1	protein_coding	chr5
8652	ENSMUSG00000041697	Cox6a1	protein_coding	chr5
8653	ENSMUSG00000107288	Gm42903	lncRNA	chr5
8654	ENSMUSG00000086352	4930401G09Rik	lncRNA	chr5
8655	ENSMUSG00000087292	Gm13832	lncRNA	chr5
8656	ENSMUSG00000054256	Msi1	protein_coding	chr5
8657	ENSMUSG00000107353	4930430O22Rik	lncRNA	chr5
8658	ENSMUSG00000029522	Pla2g1b	protein_coding	chr5
8659	ENSMUSG00000029524	Sirt4	protein_coding	chr5
8660	ENSMUSG00000029528	Pxn	protein_coding	chr5
8661	ENSMUSG00000086849	Gm13840	lncRNA	chr5
8662	ENSMUSG00000067274	Rplp0	protein_coding	chr5
8663	ENSMUSG00000041638	Gcn1	protein_coding	chr5
8664	ENSMUSG00000107121	1110006O24Rik	lncRNA	chr5
8665	ENSMUSG00000029518	Rab35	protein_coding	chr5
8666	ENSMUSG00000041609	Bicdl1	protein_coding	chr5
8667	ENSMUSG00000029516	Cit	protein_coding	chr5
8668	ENSMUSG00000085376	Gm14508	lncRNA	chr5
8669	ENSMUSG00000029513	Prkab1	protein_coding	chr5
8670	ENSMUSG00000084992	Gm13842	lncRNA	chr5
8671	ENSMUSG00000079278	Tmem233	protein_coding	chr5
8672	ENSMUSG00000086655	C330018A13Rik	lncRNA	chr5
8673	ENSMUSG00000043913	Ccdc60	protein_coding	chr5
8674	ENSMUSG00000086122	Gm14507	lncRNA	chr5
8675	ENSMUSG00000086055	Gm13837	lncRNA	chr5
8676	ENSMUSG00000087124	Gm13839	lncRNA	chr5
8677	ENSMUSG00000084921	Gm13838	lncRNA	chr5
8678	ENSMUSG00000086715	B230112J18Rik	lncRNA	chr5
8679	ENSMUSG00000086945	4930562A09Rik	lncRNA	chr5
8680	ENSMUSG00000041548	Hspb8	protein_coding	chr5
8681	ENSMUSG00000086219	Srrm4os	lncRNA	chr5
8682	ENSMUSG00000063919	Srrm4	protein_coding	chr5
8683	ENSMUSG00000106914	Gm42854	lncRNA	chr5
8684	ENSMUSG00000106909	Gm43122	lncRNA	chr5
8685	ENSMUSG00000107237	Gm29926	lncRNA	chr5
8686	ENSMUSG00000066900	Suds3	protein_coding	chr5
8687	ENSMUSG00000086047	9530046B11Rik	lncRNA	chr5
8688	ENSMUSG00000061288	Taok3	protein_coding	chr5
8689	ENSMUSG00000032959	Pebp1	protein_coding	chr5
8690	ENSMUSG00000097163	BC051077	lncRNA	chr5
8691	ENSMUSG00000072688	Gm10399	lncRNA	chr5
8692	ENSMUSG00000066894	Vsig10	protein_coding	chr5
8693	ENSMUSG00000029364	Wsb2	protein_coding	chr5
8694	ENSMUSG00000029363	Rfc5	protein_coding	chr5
8695	ENSMUSG00000086075	Gm15728	lncRNA	chr5
8696	ENSMUSG00000061578	Ksr2	protein_coding	chr5
8697	ENSMUSG00000029361	Nos1	protein_coding	chr5
8698	ENSMUSG00000098072	Gm26995	lncRNA	chr5
8699	ENSMUSG00000032898	Fbxo21	protein_coding	chr5
8700	ENSMUSG00000029359	Tesc	protein_coding	chr5
8701	ENSMUSG00000032867	Fbxw8	protein_coding	chr5
8702	ENSMUSG00000029360	Gm9754	lncRNA	chr5
8703	ENSMUSG00000046607	Hrk	protein_coding	chr5
8704	ENSMUSG00000032850	Rnft2	protein_coding	chr5
8705	ENSMUSG00000032840	2410131K14Rik	protein_coding	chr5
8706	ENSMUSG00000106812	Gm28563	lncRNA	chr5
8707	ENSMUSG00000018076	Med13l	protein_coding	chr5
8708	ENSMUSG00000106708	Gm43782	lncRNA	chr5
8709	ENSMUSG00000106745	Gm43342	lncRNA	chr5
8710	ENSMUSG00000107144	4930413E15Rik	lncRNA	chr5
8711	ENSMUSG00000100573	1700081H04Rik	lncRNA	chr5
8712	ENSMUSG00000107334	Gm7538	lncRNA	chr5
8713	ENSMUSG00000106938	Gm31314	lncRNA	chr5
8714	ENSMUSG00000087516	Tbx3os1	lncRNA	chr5
8715	ENSMUSG00000085708	Gm16063	lncRNA	chr5
8716	ENSMUSG00000085345	Gm16064	lncRNA	chr5
8717	ENSMUSG00000018604	Tbx3	protein_coding	chr5
8718	ENSMUSG00000086847	Tbx3os2	lncRNA	chr5
8719	ENSMUSG00000107053	1700021F13Rik	lncRNA	chr5
8720	ENSMUSG00000106795	Gm43050	lncRNA	chr5
8721	ENSMUSG00000018263	Tbx5	protein_coding	chr5
8722	ENSMUSG00000107084	Gm43269	lncRNA	chr5
8723	ENSMUSG00000107063	Gm38554	lncRNA	chr5
8724	ENSMUSG00000029594	Rbm19	protein_coding	chr5
8725	ENSMUSG00000097368	Gm10390	lncRNA	chr5
8726	ENSMUSG00000107141	Gm42654	lncRNA	chr5
8727	ENSMUSG00000098649	Gm27199	lncRNA	chr5
8728	ENSMUSG00000029595	Lhx5	protein_coding	chr5
8729	ENSMUSG00000029596	Sdsl	protein_coding	chr5
8730	ENSMUSG00000029597	Sds	protein_coding	chr5
8731	ENSMUSG00000086165	Gm15690	lncRNA	chr5
8732	ENSMUSG00000029598	Plbd2	protein_coding	chr5
8733	ENSMUSG00000032754	Slc8b1	protein_coding	chr5
8734	ENSMUSG00000032741	Tpcn1	protein_coding	chr5
8735	ENSMUSG00000029601	Iqcd	protein_coding	chr5
8736	ENSMUSG00000029600	Rita1	protein_coding	chr5
8737	ENSMUSG00000029599	Ddx54	protein_coding	chr5
8738	ENSMUSG00000107191	Gm43579	lncRNA	chr5
8739	ENSMUSG00000094282	Cfap73	protein_coding	chr5
8740	ENSMUSG00000089830	Gm15749	lncRNA	chr5
8741	ENSMUSG00000029602	Rasal1	protein_coding	chr5
8742	ENSMUSG00000029603	Dtx1	protein_coding	chr5
8743	ENSMUSG00000032690	Oas2	protein_coding	chr5
8744	ENSMUSG00000032661	Oas3	protein_coding	chr5
8745	ENSMUSG00000107179	Gm43069	lncRNA	chr5
8746	ENSMUSG00000066867	Oas1e	protein_coding	chr5
8747	ENSMUSG00000001166	Oas1c	protein_coding	chr5
8748	ENSMUSG00000053765	Oas1f	protein_coding	chr5
8749	ENSMUSG00000001168	Oas1h	protein_coding	chr5
8750	ENSMUSG00000066861	Oas1g	protein_coding	chr5
8751	ENSMUSG00000052776	Oas1a	protein_coding	chr5
8752	ENSMUSG00000032623	Oas1d	protein_coding	chr5
8753	ENSMUSG00000029608	Rph3a	protein_coding	chr5
8754	ENSMUSG00000043733	Ptpn11	protein_coding	chr5
8755	ENSMUSG00000029614	Rpl6	protein_coding	chr5
8756	ENSMUSG00000042744	Hectd4	protein_coding	chr5
8757	ENSMUSG00000042726	Trafd1	protein_coding	chr5
8758	ENSMUSG00000104985	Gm42917	lncRNA	chr5
8759	ENSMUSG00000106209	Gm42918	lncRNA	chr5
8760	ENSMUSG00000042719	Naa25	protein_coding	chr5
8761	ENSMUSG00000029616	Erp29	protein_coding	chr5
8762	ENSMUSG00000029452	Tmem116	protein_coding	chr5
8763	ENSMUSG00000062438	Adam1b	protein_coding	chr5
8764	ENSMUSG00000072647	Adam1a	protein_coding	chr5
8765	ENSMUSG00000029454	Mapkapk5	protein_coding	chr5
8766	ENSMUSG00000029455	Aldh2	protein_coding	chr5
8767	ENSMUSG00000042647	Acad12	protein_coding	chr5
8768	ENSMUSG00000029456	Acad10	protein_coding	chr5
8769	ENSMUSG00000029458	Brap	protein_coding	chr5
8770	ENSMUSG00000042605	Atxn2	protein_coding	chr5
8771	ENSMUSG00000089729	Gm16552	lncRNA	chr5
8772	ENSMUSG00000042594	Sh2b3	protein_coding	chr5
8773	ENSMUSG00000104872	1700008B11Rik	lncRNA	chr5
8774	ENSMUSG00000044134	Pheta1	protein_coding	chr5
8775	ENSMUSG00000042589	Cux2	protein_coding	chr5
8776	ENSMUSG00000105795	Gm3970	lncRNA	chr5
8777	ENSMUSG00000087386	Gm15637	lncRNA	chr5
8778	ENSMUSG00000013936	Myl2	protein_coding	chr5
8779	ENSMUSG00000043036	Ccdc63	protein_coding	chr5
8780	ENSMUSG00000004455	Ppp1cc	protein_coding	chr5
8781	ENSMUSG00000064267	Hvcn1	protein_coding	chr5
8782	ENSMUSG00000038593	Tctn1	protein_coding	chr5
8783	ENSMUSG00000038582	Pptc7	protein_coding	chr5
8784	ENSMUSG00000038569	Rad9b	protein_coding	chr5
8785	ENSMUSG00000029462	Vps29	protein_coding	chr5
8786	ENSMUSG00000029463	Fam216a	protein_coding	chr5
8787	ENSMUSG00000029464	Gpn3	protein_coding	chr5
8788	ENSMUSG00000029465	Arpc3	protein_coding	chr5
8789	ENSMUSG00000105895	Gm42829	lncRNA	chr5
8790	ENSMUSG00000029466	Anapc7	protein_coding	chr5
8791	ENSMUSG00000029467	Atp2a2	protein_coding	chr5
8792	ENSMUSG00000029469	Ift81	protein_coding	chr5
8793	ENSMUSG00000105430	Gm43301	lncRNA	chr5
8794	ENSMUSG00000029468	P2rx7	protein_coding	chr5
8795	ENSMUSG00000029470	P2rx4	protein_coding	chr5
8796	ENSMUSG00000029471	Camkk2	protein_coding	chr5
8797	ENSMUSG00000029472	Anapc5	protein_coding	chr5
8798	ENSMUSG00000029474	Rnf34	protein_coding	chr5
8799	ENSMUSG00000029475	Kdm2b	protein_coding	chr5
8800	ENSMUSG00000056735	A930024E05Rik	lncRNA	chr5
8801	ENSMUSG00000106555	Gm2479	lncRNA	chr5
8802	ENSMUSG00000049686	Orai1	protein_coding	chr5
8803	ENSMUSG00000029477	Morn3	protein_coding	chr5
8804	ENSMUSG00000054434	Tmem120b	protein_coding	chr5
8805	ENSMUSG00000029449	Rhof	protein_coding	chr5
8806	ENSMUSG00000090086	AI480526	lncRNA	chr5
8807	ENSMUSG00000104156	Gm38102	lncRNA	chr5
8808	ENSMUSG00000105881	4932422M17Rik	lncRNA	chr5
8809	ENSMUSG00000038384	Setd1b	protein_coding	chr5
8810	ENSMUSG00000029440	Psmd9	protein_coding	chr5
8811	ENSMUSG00000029445	Hpd	protein_coding	chr5
8812	ENSMUSG00000104606	Gm43409	lncRNA	chr5
8813	ENSMUSG00000029442	Wdr66	protein_coding	chr5
8814	ENSMUSG00000087063	Gm15857	lncRNA	chr5
8815	ENSMUSG00000087336	Gm15860	lncRNA	chr5
8816	ENSMUSG00000029438	Bcl7a	protein_coding	chr5
8817	ENSMUSG00000104830	5830487J09Rik	lncRNA	chr5
8818	ENSMUSG00000086700	Gm15747	lncRNA	chr5
8819	ENSMUSG00000038342	Mlxip	protein_coding	chr5
8820	ENSMUSG00000106636	Gm43813	lncRNA	chr5
8821	ENSMUSG00000029437	Il31	protein_coding	chr5
8822	ENSMUSG00000063409	Lrrc43	protein_coding	chr5
8823	ENSMUSG00000086753	Gm15751	lncRNA	chr5
8824	ENSMUSG00000029433	Diablo	protein_coding	chr5
8825	ENSMUSG00000029431	B3gnt4	protein_coding	chr5
8826	ENSMUSG00000114278	Gm49027	protein_coding	chr5
8827	ENSMUSG00000029434	Vps33a	protein_coding	chr5
8828	ENSMUSG00000049550	Clip1	protein_coding	chr5
8829	ENSMUSG00000029427	Zcchc8	protein_coding	chr5
8830	ENSMUSG00000029422	Rsrc2	protein_coding	chr5
8831	ENSMUSG00000029414	Kntc1	protein_coding	chr5
8832	ENSMUSG00000045502	Hcar2	protein_coding	chr5
8833	ENSMUSG00000049241	Hcar1	protein_coding	chr5
8834	ENSMUSG00000023106	Denr	protein_coding	chr5
8835	ENSMUSG00000061882	Ccdc62	protein_coding	chr5
8836	ENSMUSG00000000915	Hip1r	protein_coding	chr5
8837	ENSMUSG00000066278	Vps37b	protein_coding	chr5
8838	ENSMUSG00000106261	Gm34086	lncRNA	chr5
8839	ENSMUSG00000104818	Gm43661	lncRNA	chr5
8840	ENSMUSG00000029408	Abcb9	protein_coding	chr5
8841	ENSMUSG00000085433	Gm16001	lncRNA	chr5
8842	ENSMUSG00000023707	Ogfod2	protein_coding	chr5
8843	ENSMUSG00000029404	Arl6ip4	protein_coding	chr5
8844	ENSMUSG00000029406	Pitpnm2	protein_coding	chr5
8845	ENSMUSG00000089842	Pitpnm2os2	lncRNA	chr5
8846	ENSMUSG00000090220	Pitpnm2os1	lncRNA	chr5
8847	ENSMUSG00000105759	Gm42425	lncRNA	chr5
8848	ENSMUSG00000038126	Mphosph9	protein_coding	chr5
8849	ENSMUSG00000047635	2810006K23Rik	protein_coding	chr5
8850	ENSMUSG00000029394	Cdk2ap1	protein_coding	chr5
8851	ENSMUSG00000038095	Sbno1	protein_coding	chr5
8852	ENSMUSG00000049327	Kmt5a	protein_coding	chr5
8853	ENSMUSG00000029401	Rilpl2	protein_coding	chr5
8854	ENSMUSG00000029402	Snrnp35	protein_coding	chr5
8855	ENSMUSG00000029392	Rilpl1	protein_coding	chr5
8856	ENSMUSG00000029390	Tmed2	protein_coding	chr5
8857	ENSMUSG00000029389	Ddx55	protein_coding	chr5
8858	ENSMUSG00000029388	Eif2b1	protein_coding	chr5
8859	ENSMUSG00000029387	Gtf2h3	protein_coding	chr5
8860	ENSMUSG00000029386	Tctn2	protein_coding	chr5
8861	ENSMUSG00000038023	Atp6v0a2	protein_coding	chr5
8862	ENSMUSG00000106082	4930404A12Rik	lncRNA	chr5
8863	ENSMUSG00000038011	Dnah10	protein_coding	chr5
8864	ENSMUSG00000105583	Gm43777	lncRNA	chr5
